"pop_est","continent","country","geometry"
15972000,"Africa","Zambia","POLYGON ((30.7400097314 -8.34000593035, 31.157751337 -8.59457874732, 31.5563480975 -8.762048842, 32.1918648618 -8.93035898197, 32.7593754412 -9.23059905359, 33.2313879738 -9.67672169356, 33.4856876971 -10.5255587704, 33.3153104998 -10.7965499813, 33.1142891782 -11.6071981747, 33.3064221535 -12.4357780901, 32.9917643572 -12.783870538, 32.6881653175 -13.7128577613, 33.2140246925 -13.9718600399, 30.1794812355 -14.796099135, 30.2742558123 -15.5077869605, 29.5168343442 -15.6446778297, 28.9474634132 -16.0430514462, 28.825868768 -16.3897486304, 28.4679061215 -16.4684001604, 27.5982434425 -17.2908305803, 27.0444271176 -17.9380262183, 26.706773309 -17.9612289364, 26.3819352556 -17.8460421689, 25.2642257016 -17.7365398088, 25.0844433937 -17.6618156877, 25.076950311 -17.5788233375, 24.682349074 -17.3534107398, 24.0338615252 -17.2958431942, 23.2150484555 -17.5231161435, 22.5624784685 -16.8984514299, 21.887842645 -16.0803101539, 21.9338863461 -12.8984371884, 24.0161365089 -12.9110462378, 23.930922072 -12.5658476701, 24.0799052263 -12.1912968889, 23.9041536801 -11.7222815894, 24.0178935076 -11.2372982723, 23.9122152036 -10.9268262671, 24.2571553891 -10.9519926897, 24.3145162289 -11.2628264299, 24.7831697934 -11.238693536, 25.418118117 -11.3309359677, 25.7523096046 -11.7849651018, 26.5530875994 -11.9244397925, 27.1644197934 -11.6087484677, 27.3887988624 -12.1327474911, 28.1551086769 -12.272480564, 28.5235616391 -12.6986044247, 28.934285923 -13.2489584286, 29.6996138852 -13.2572266578, 29.6160014178 -12.1788945451, 29.3415478859 -12.3607439104, 28.6424174334 -11.9715686988, 28.3722530454 -11.7936467424, 28.4960697771 -10.7898837216, 28.6736816749 -9.60592498132, 28.4498710467 -9.16491830815, 28.7348665708 -8.52655934004, 29.0029122251 -8.40703175215, 30.3460860532 -8.23825652429, 30.7400097314 -8.34000593035))"
17885245,"Africa","Mali","POLYGON ((-11.513942837 12.4429875757, -11.4678991358 12.7545189478, -11.553397793 13.1412136906, -11.9277160303 13.4220751001, -12.1248874577 13.9947274846, -12.1707502914 14.6168342147, -11.8342075261 14.7990969914, -11.6660782536 15.3882083196, -11.3490950179 15.4112560084, -10.6507913884 15.1327458765, -10.0868464828 15.3304857447, -9.7002550928 15.2641073674, -9.55023840986 15.4864968938, -5.53774430991 15.5016897649, -5.31527726889 16.201853746, -5.48852250815 16.325102037, -5.97112870932 20.6408334416, -6.45378658693 24.9565906845, -4.92333736817 24.9745740829, -1.55005489746 22.7926659205, 1.82322757326 20.6108094345, 2.06099083823 20.1422333847, 2.68358849449 19.8562301702, 3.14666100425 19.6935785995, 3.15813317222 19.0573642034, 4.2674194678 19.1552652043, 4.27020999514 16.8522274846, 3.72342166506 16.184283759, 3.63825890465 15.5681198186, 2.74999270998 15.4095248479, 1.38552819175 15.3235611028, 1.0157833187 14.9681822779, 0.374892205415 14.9289081893, -0.266257290031 14.9243089869, -0.515854458 15.1161577418, -1.06636349121 14.973815009, -2.00103512207 14.559008287, -2.19182451009 14.2464175481, -2.96769446452 13.7981503362, -3.10370683431 13.5412667912, -3.5228027002 13.337661648, -4.00639075359 13.4724854598, -4.28040503581 13.2284435083, -4.42716610352 12.5426455754, -5.22094194174 11.7138589543, -5.19784257651 11.3751457789, -5.47056494793 10.951269843, -5.40434159995 10.3707368026, -5.81692623537 10.222554633, -6.05045203289 10.0963607854, -6.20522294761 10.5240607772, -6.49396501304 10.411302802, -6.66646094403 10.4308106551, -6.85050655764 10.138993842, -7.6227591618 10.1472362329, -7.89958980959 10.297382107, -8.02994361005 10.206534939, -8.33537716311 10.4948119165, -8.28235714358 10.7925973576, -8.40731075686 10.9092569035, -8.62032101077 10.8108908147, -8.58130530439 11.1362456324, -8.37630489748 11.3936459416, -8.78609900556 11.81256094, -8.90526485842 12.0883580591, -9.12747351728 12.308060411, -9.32761633955 12.3342862004, -9.5679117497 12.1942430689, -9.89099280439 12.0604786239, -10.1652137923 11.8440835637, -10.5932238428 11.923975328, -10.8708296371 12.1778874781, -11.0365559554 12.2112446151, -11.2975736149 12.0779710962, -11.4561685856 12.0768342147, -11.513942837 12.4429875757))"
23508428,"Asia","Taiwan","POLYGON ((121.777817824 24.3942735865, 121.175632359 22.7908572454, 120.747079706 21.9705713974, 120.220083449 22.8148609482, 120.106188593 23.5562627223, 120.694679804 24.5384508326, 121.495044387 25.2954588893, 121.951243931 24.9975959335, 121.777817824 24.3942735865))"
24184810,"Africa","Côte d'Ivoire","POLYGON ((-8.02994361005 10.206534939, -7.89958980959 10.297382107, -7.6227591618 10.1472362329, -6.85050655764 10.138993842, -6.66646094403 10.4308106551, -6.49396501304 10.411302802, -6.20522294761 10.5240607772, -6.05045203289 10.0963607854, -5.81692623537 10.222554633, -5.40434159995 10.3707368026, -4.95465328614 10.1527139348, -4.77988359213 9.8219847681, -4.33024695476 9.61083486576, -3.98044918458 9.86234406172, -3.51189897299 9.90032623946, -2.82749630371 9.64246084232, -2.56218950033 8.21962779381, -2.98358496745 7.37970490156, -3.24437008301 6.25047150311, -2.81070146322 5.38905121502, -2.8561250472 4.99447581626, -3.3110843571 4.9842955591, -4.0088195459 5.17981334067, -4.64991736492 5.16826365806, -5.83449622234 4.99370066978, -6.52876909019 4.70508779543, -7.51894120933 4.33828847902, -7.71215938967 4.36456594484, -7.63536821128 5.18815908449, -7.53971513511 5.31334524172, -7.57015255373 5.70735219973, -7.9936925928 6.12618968345, -8.31134762209 6.19303314862, -8.60288021487 6.46756419517, -8.385451626 6.91180064537, -8.48544552249 7.39520783124, -8.43929846845 7.68604279218, -8.28070349774 7.68717967369, -8.22179236493 8.12332876224, -8.29904863121 8.31644358971, -8.2034989079 8.45545319258, -7.83210038902 8.57570425052, -8.07911373537 9.37622386315, -8.30961646161 9.78953196862, -8.22933712405 10.1290202906, -8.02994361005 10.206534939))"
25054161,"Africa","Madagascar","POLYGON ((49.5435189146 -12.4698328589, 49.8089807473 -12.895284926, 50.056510858 -13.5557614071, 50.2174312681 -14.7587887509, 50.4765368996 -15.2265121396, 50.3771114439 -15.7060694312, 50.2002746926 -16.0002633603, 49.8606055031 -15.4142526181, 49.6726066425 -15.7102035458, 49.8633443541 -16.4510368791, 49.7745642434 -16.8750420061, 49.4986120949 -17.1060356584, 49.435618524 -17.9530640601, 49.0417924335 -19.1187810198, 48.5485408872 -20.4968881161, 47.9307491392 -22.3915011533, 47.5477234231 -23.7819589169, 47.0957613462 -24.941629734, 46.2824776548 -25.1784628232, 45.4095076841 -25.6014344215, 44.8335738462 -25.3461011695, 44.0397204933 -24.9883452288, 43.7637683449 -24.4606771786, 43.6977775409 -23.5741163063, 43.3456543312 -22.7769039853, 43.2541870461 -22.0574130185, 43.4332975604 -21.3364751116, 43.8936828957 -21.163307387, 43.8963700702 -20.8304594866, 44.3743253924 -20.0723662249, 44.4643974139 -19.4354541969, 44.2324219094 -18.9619947242, 44.0429761086 -18.3313872209, 43.9630843443 -17.4099447567, 44.312468703 -16.8504957008, 44.4465173684 -16.2162191708, 44.9449365578 -16.1793738746, 45.502731968 -15.9743734677, 45.8729936053 -15.7934542782, 46.3122432798 -15.7800184058, 46.8821826516 -15.2101823869, 47.7051298358 -14.5943026669, 48.0052148781 -14.0912325985, 47.869047479 -13.6638685035, 48.2938277525 -13.784067885, 48.8450602557 -13.0891749, 48.8635087421 -12.4878679338, 49.1946513202 -12.0405567359, 49.5435189146 -12.4698328589))"
25248140,"Asia","North Korea","MULTIPOLYGON (((130.78000366 42.2200078132, 130.780004854 42.2200103611, 130.780007359 42.2200072292, 130.78000366 42.2200078132)), ((130.639999707 42.3950242752, 130.64 42.395, 130.779992317 42.2200096043, 130.400030552 42.2800035671, 129.965948521 41.9413679063, 129.667362095 41.6011044378, 129.705189244 40.8828278672, 129.188114862 40.6618077663, 129.010399612 40.4854361029, 128.633368362 40.1898469102, 127.967414179 40.0254125026, 127.5334355 39.756850084, 127.502119582 39.3239307725, 127.385434198 39.2134723984, 127.783342727 39.0508983424, 128.349716425 38.6122429469, 128.205745884 38.3703972438, 127.780035435 38.3045356308, 127.073308547 38.2561148138, 126.683719924 37.8047728542, 126.237338902 37.840377916, 126.174758742 37.7496857773, 125.689103632 37.9400100775, 125.568439162 37.7520887314, 125.275330438 37.669070543, 125.240087112 37.8572244329, 124.981033156 37.9488209092, 124.712160679 38.1083460556, 124.985994094 38.5484742295, 125.221948684 38.6658572454, 125.132858515 38.8485592718, 125.386589797 39.3879578721, 125.321115757 39.5513845892, 124.737482131 39.6603443467, 124.265624628 39.9284933538, 125.079941848 40.5698237168, 126.182045119 41.1073361273, 126.869083287 41.8165693223, 127.343782994 41.5031517604, 128.208433059 41.4667715521, 128.052215204 41.9942845729, 129.596668736 42.4249817979, 129.994267206 42.9853868678, 130.639999707 42.3950242752)))"
29310273,"Africa","Angola","MULTIPOLYGON (((12.9955172055 -4.78110320396, 12.6316117693 -4.99127125409, 12.4680041846 -5.24836150475, 12.4366882667 -5.68430388756, 12.1823368669 -5.78993051516, 11.9149630062 -5.03798674888, 12.3186076189 -4.60623015709, 12.6207597185 -4.43802336998, 12.9955172055 -4.78110320396)), ((12.3224316749 -6.10009246178, 12.7351713396 -5.96568206139, 13.024869419 -5.98438892988, 13.375597365 -5.8642412248, 16.3265283546 -5.87747039147, 16.5731799659 -6.62264454512, 16.8601908708 -7.22229786543, 17.0899959652 -7.54568897871, 17.472970005 -8.06855112064, 18.1342216326 -7.9876775041, 18.4641756528 -7.84701425541, 19.0167517432 -7.98824594486, 19.1666133969 -7.738183689, 19.4175024757 -7.15542856204, 20.037723016 -7.11636117923, 20.0916215349 -6.94309010176, 20.6018229509 -6.9393177222, 20.5147481625 -7.29960580814, 21.7281107927 -7.29087249108, 21.7464559262 -7.92008473067, 21.9491308937 -8.30590097416, 21.8018013852 -8.90870655684, 21.875181919 -9.52370777755, 22.2087532895 -9.89479623784, 22.1552681821 -11.0848011207, 22.4027982927 -10.9930754533, 22.8373454119 -11.0176217587, 23.4567908058 -10.8678634579, 23.9122152036 -10.9268262671, 24.0178935076 -11.2372982723, 23.9041536801 -11.7222815894, 24.0799052263 -12.1912968889, 23.930922072 -12.5658476701, 24.0161365089 -12.9110462378, 21.9338863461 -12.8984371884, 21.887842645 -16.0803101539, 22.5624784685 -16.8984514299, 23.2150484555 -17.5231161435, 21.377176141 -17.9306364885, 18.9561869646 -17.7890947405, 18.2633093604 -17.3099508603, 14.2097066586 -17.3531006812, 14.0585014177 -17.4233806291, 13.4623620948 -16.9712118466, 12.8140812517 -16.9413428687, 12.21546146 -17.1116683896, 11.7341988461 -17.3018893368, 11.6400960629 -16.6731421851, 11.778537225 -15.7938160133, 12.1235807634 -14.8783163388, 12.1756189307 -14.4491435686, 12.5000952491 -13.5476998837, 12.7384786312 -13.1379057756, 13.3129138526 -12.4836304664, 13.6337211443 -12.0386447079, 13.7387276547 -11.297863051, 13.6863794288 -10.7310759416, 13.3873279151 -10.373578383, 13.1209875831 -9.76689706791, 12.8753695004 -9.16693368901, 12.9290613135 -8.95909107833, 13.2364327328 -8.56262948978, 12.9330403988 -7.59653858809, 12.7282983741 -6.92712208418, 12.2273470394 -6.29444752363, 12.3224316749 -6.10009246178)))"
29384297,"Asia","Nepal","POLYGON ((88.1204407084 27.8765416529, 88.0431327657 27.4458185898, 88.1748043151 26.8104051783, 88.0602376647 26.4146153834, 87.2274719584 26.3978980576, 86.0243929382 26.6309846054, 85.251778599 26.7261984319, 84.6750179382 27.2349012314, 83.3042488952 27.3645057236, 81.9999874206 27.9254792343, 81.0572025899 28.4160952825, 80.0884245137 28.7944701197, 80.4767212259 29.7298652207, 81.111256138 30.1834809433, 81.5258044779 30.4227169866, 82.3275126485 30.1152680527, 83.3371151061 29.4637315944, 83.8989929544 29.3202261419, 84.2345797058 28.8398937037, 85.0116382181 28.6427739527, 85.8233199401 28.2035759547, 86.954517043 27.9742617864, 88.1204407084 27.8765416529))"
29748859,"Asia","Uzbekistan","POLYGON ((55.9681913593 41.3086416693, 55.9289172707 44.9958584662, 58.5031270689 45.5868043076, 58.6899890481 45.5000137396, 60.2399719583 44.7840367702, 61.05831994 44.4058169623, 62.0133004088 43.5044766302, 63.1857869811 43.6500749782, 64.900824416 43.7280805527, 66.0980123229 42.9976600205, 66.0233915546 41.9946463079, 66.5106486347 41.9876441514, 66.7140470722 41.1684435085, 67.9858557474 41.135990709, 68.2598958678 40.6623245306, 68.6324829446 40.6686807318, 69.0700272968 41.3842442897, 70.3889648782 42.0813076849, 70.9623148945 42.2661542832, 71.2592476744 42.1677106797, 70.420022414 41.5199982773, 71.1578585143 41.1435871445, 71.8701147806 41.3929000921, 73.055417108 40.8660330267, 71.7748751159 40.1458444281, 71.0141980325 40.2443655462, 70.6014066914 40.2185273301, 70.4581596211 40.4964948594, 70.6666223489 40.9602133245, 69.3294946634 40.7278244085, 69.0116329283 40.0861581488, 68.536416457 39.5334528672, 67.701428664 39.5804784206, 67.4422196796 39.140143541, 68.1760250182 38.9015534531, 68.3920325052 38.1570252549, 67.8299996276 37.1449940049, 67.0757820983 37.3561439072, 66.5186068053 37.3627843288, 66.5461503437 37.9746849635, 65.2159989765 38.402695014, 64.1702230162 38.8924067246, 63.5180147643 39.3632565374, 62.3742602883 40.0538862168, 61.8827140644 41.0848568792, 61.5471789895 41.2663703477, 60.4659529967 41.2203266465, 60.083340692 41.4251461859, 59.9764221536 42.2230819769, 58.629010858 42.7515510117, 57.7865299823 42.1705528835, 56.9322152037 41.8260261094, 57.0963912291 41.3223100856, 55.9681913593 41.3086416693))"
31381992,"Asia","Malaysia","MULTIPOLYGON (((100.085756871 6.46448944745, 100.259596389 6.64282481529, 101.075515578 6.20486705162, 101.154218785 5.69138418215, 101.814281854 5.81080841717, 102.141186965 6.22163605389, 102.371147089 6.12820506431, 102.961705357 5.52449514406, 103.381214634 4.8550011255, 103.438575474 4.18160553631, 103.332122024 3.72669790284, 103.429428746 3.38286876059, 103.502447544 2.79101858155, 103.854674107 2.51545400635, 104.247931757 1.63114105876, 104.228811477 1.29304800049, 103.519707473 1.2263337264, 102.57361535 1.9671153833, 101.390638462 2.76081370688, 101.273539667 3.27029165284, 100.695435419 3.93913971599, 100.557407668 4.76728038169, 100.196706171 5.31249258058, 100.306260207 6.04056183514, 100.085756871 6.46448944745)), ((117.882034947 4.13755137778, 117.015214472 4.3060940617, 115.865517206 4.30655914959, 115.519078404 3.16923838949, 115.134037307 2.82148183839, 114.621355422 1.4306881779, 113.805849644 1.21754873291, 112.859809198 1.49779002523, 112.380251906 1.41012095785, 111.797548456 0.904441229655, 111.159137811 0.976478176269, 110.514060907 0.773131415201, 109.830226679 1.33813568766, 109.663260126 2.00646698649, 110.396135289 1.66377472575, 111.168852981 1.85063670492, 111.370081008 2.69730337159, 111.796928339 2.88589651124, 112.995614862 3.10239492432, 113.712935419 3.89350942628, 114.204016555 4.52587392824, 114.659595982 4.007636827, 114.869557326 4.34831370688, 115.347460972 4.31663605389, 115.405700311 4.95522756593, 115.450710484 5.44772980389, 116.220741001 6.14319122968, 116.725102981 6.92477142987, 117.129626093 6.92805288332, 117.643393182 6.4221664494, 117.689075149 5.98749013918, 118.347691278 5.70869578697, 119.181903925 5.40783559816, 119.110693801 5.01612824139, 118.439727004 4.96651886639, 118.618320754 4.47820241945, 117.882034947 4.13755137778)))"
47615739,"Africa","Kenya","POLYGON ((39.20222 -4.67677, 37.7669 -3.67712, 37.69869 -3.09699, 34.07262 -1.05982, 33.9037111971 -0.95, 33.8935689697 0.109813537862, 34.18 0.515, 34.6721 1.17694, 35.03599 1.90584, 34.59607 3.05374, 34.47913 3.5556, 34.005 4.24988494736, 34.6201962679 4.84712274208, 35.2980071182 5.506, 35.8174476624 5.33823208279, 35.8174476624 4.77696566346, 36.1590786329 4.44786412767, 36.855093238 4.44786412767, 38.120915 3.598605, 38.43697 3.58851, 38.67114 3.61607, 38.89251 3.50074, 39.5593842588 3.42206, 39.85494 3.83879, 40.76848 4.25702, 41.1718 3.91909, 41.8550830926 3.91891192048, 40.98105 2.78452, 40.993 -0.85829, 41.58513 -1.68325, 40.88477 -2.08255, 40.63785 -2.49979, 40.26304 -2.57309, 40.12119 -3.27768, 39.80006 -3.68116, 39.60489 -4.34653, 39.20222 -4.67677))"
53950935,"Africa","Tanzania","POLYGON ((33.9037111971 -0.95, 34.07262 -1.05982, 37.69869 -3.09699, 37.7669 -3.67712, 39.20222 -4.67677, 38.74054 -5.90895, 38.79977 -6.47566, 39.44 -6.84, 39.47 -7.1, 39.19469 -7.7039, 39.25203 -8.00781, 39.18652 -8.48551, 39.53574 -9.11237, 39.9496 -10.0984, 40.3165862291 -10.3170977528, 40.31659 -10.3171, 39.521 -10.89688, 38.4275565936 -11.2852023251, 37.82764 -11.26879, 37.47129 -11.56876, 36.7751509946 -11.5945374488, 36.5140816587 -11.7209380022, 35.3123979022 -11.4391464169, 34.559989048 -11.5200200334, 34.28 -10.16, 33.9408377241 -9.69367384198, 33.73972 -9.41715, 32.7593754412 -9.23059905359, 32.1918648618 -8.93035898197, 31.5563480975 -8.762048842, 31.157751337 -8.59457874732, 30.7400097314 -8.34000593035, 30.7400154966 -8.34000741947, 30.1999967791 -7.0799809709, 29.6200321795 -6.52001515058, 29.4199927101 -5.93999887454, 29.5199866066 -5.41997893639, 29.3399975929 -4.49998341229, 29.7535124041 -4.45238941815, 30.11632 -4.09012, 30.50554 -3.56858, 30.75224 -3.35931, 30.74301 -3.03431, 30.52766 -2.80762, 30.4696736458 -2.4138547571, 30.46967 -2.41383, 30.7583089536 -2.28725025799, 30.8161348813 -1.69891407635, 30.419104852 -1.13465911215, 30.76986 -1.01455, 31.86617 -1.02736, 33.9037111971 -0.95))"
62137802,"Europe","Italy","MULTIPOLYGON (((10.4427014502 46.893546251, 11.0485559424 46.7513585475, 11.1648279151 46.9415794948, 12.1530880062 47.1153931748, 12.376485223 46.7675591091, 13.8064754574 46.5093061387, 13.6981099789 46.0167780625, 13.9376302426 45.5910159369, 13.1416064796 45.7366917995, 12.3285811703 45.3817780625, 12.3838749529 44.8853742539, 12.2614534848 44.6004820827, 12.5892370948 44.0913658718, 13.5269059587 43.5877273626, 14.0298209978 42.7610077988, 15.1425696143 41.9551396755, 15.9261910336 41.9613150091, 16.1698970883 41.7402949082, 15.8893457374 41.5410822617, 16.7850016619 41.1796056178, 17.5191687354 40.8771434596, 18.3766874529 40.3556249049, 18.4802470232 40.1688662786, 18.293385044 39.8107744411, 17.7383801612 40.2776710068, 16.8695959815 40.4422346055, 16.4487431169 39.7954007025, 17.171489699 39.4246998154, 17.0528406104 38.9028712021, 16.6350883318 38.8435724961, 16.1009607276 37.9858987493, 15.6840869483 37.9088491888, 15.6879626807 38.2145928004, 15.8919812354 38.7509424912, 16.1093323096 38.9645470241, 15.7188135108 39.544072374, 15.4136125017 40.0483568385, 14.9984957211 40.1729487168, 14.7032682634 40.6045502793, 14.0606718279 40.7863479681, 13.6279850603 41.1882872585, 12.8880819027 41.2530895046, 12.10668257 41.7045348171, 11.1919063656 42.35542532, 10.5119478695 42.9314625107, 10.2000289242 43.9200068223, 9.7024882341 44.0362787949, 8.88894616053 44.366336168, 8.42856082524 44.2312281358, 7.85076663578 43.7671479356, 7.43518476729 43.6938449163, 7.54959638839 44.1279011094, 7.00756229008 44.2547667507, 6.7499552751 45.0285179714, 7.09665245935 45.3330988633, 6.80235517745 45.7085798203, 6.84359297041 45.9911465521, 7.27385094568 45.7769477403, 7.75599205896 45.824490058, 8.31662967289 46.1636424831, 8.4899524268 46.0051508653, 8.96630577967 46.0369318711, 9.1828817074 46.4402147487, 9.92283654139 46.3148994004, 10.3633781267 46.4835712754, 10.4427014502 46.893546251)), ((14.7612492204 38.1438736029, 15.5203760108 38.231155097, 15.1602429542 37.4440455185, 15.3098979021 37.1342194687, 15.0999882341 36.619987291, 14.3352287126 36.9966309678, 13.8267326189 37.1045313584, 12.4310038591 37.6129499375, 12.5709436378 38.1263811305, 13.741156447 38.0349655218, 14.7612492204 38.1438736029)), ((8.7099906755 40.8999844427, 9.21001183436 41.20999136, 9.80997521326 40.5000088568, 9.6695186703 39.1773764105, 9.21481774256 39.2404733343, 8.80693566248 38.9066177435, 8.42830244308 39.1718470322, 8.38825320805 40.3783108587, 8.15999840662 40.9500072292, 8.7099906755 40.8999844427)))"
80845215,"Asia","Turkey","MULTIPOLYGON (((44.7726771016 37.1704369256, 44.2934517759 37.0015143906, 43.942258742 37.2562275254, 42.779125604 37.3852635768, 42.3495910988 37.2298725449, 41.2120894712 37.0743523219, 40.6732593117 37.0912763535, 39.5225801939 36.7160537786, 38.6998913918 36.7129273545, 38.167727492 36.9012104355, 37.066761102 36.6230362005, 36.7394942563 36.8175204534, 36.6853890317 36.2596992051, 36.4175500832 36.0406169704, 36.149762811 35.8215347357, 35.7820849953 36.274995429, 36.1608215675 36.6506055771, 35.5509363136 36.5654428167, 34.714553257 36.7955321315, 34.0268949725 36.2199600286, 32.5091581561 36.1075637884, 31.6995951678 36.6442752142, 30.6216247902 36.6778648952, 30.3910962257 36.2629806585, 29.6999756202 36.1443574082, 28.7329028663 36.6768313665, 27.6411865577 36.6588221299, 27.0487679379 37.6533609075, 26.3182182146 38.2081332464, 26.8047001482 38.9857601995, 26.1707853533 39.4636121689, 27.2800199724 40.4200137396, 28.8199776547 40.4600112982, 29.2400036964 41.2199907497, 31.1459338722 41.0876215684, 32.3479793637 41.7362641465, 33.5132829119 42.0189600693, 35.1677038918 42.0402249212, 36.9131270688 41.3353583848, 38.3476648293 40.9485861273, 39.5126066424 41.102762763, 40.3734326515 41.0136725937, 41.5540841001 41.5356562363, 42.6195487811 41.5831727158, 43.5827458026 41.0921432562, 43.752657912 40.7402009141, 43.656436395 40.2535639512, 44.4000085793 40.0050003118, 44.7939896991 39.7130026312, 44.1092252948 39.4281362982, 44.4214026223 38.2812812363, 44.2257556496 37.9715843776, 44.77267 37.17045, 44.7726771016 37.1704369256)), ((26.1170418637 41.8269046087, 27.1357393735 42.1414848903, 27.9967204119 42.0073587103, 28.1155245297 41.622886054, 28.988442824 41.2999341904, 28.8064384295 41.0549620631, 27.6190173683 40.9998233099, 27.1923767433 40.6905657008, 26.3580090675 40.1519939235, 26.0433512713 40.6177536077, 26.056942173 40.8241234401, 26.2946020851 40.9362612982, 26.6041955909 41.5621145697, 26.1170418637 41.8269046087)))"
126451398,"Asia","Japan","MULTIPOLYGON (((141.884600865 39.1808645697, 140.959489374 38.1740009629, 140.976387567 37.1420742864, 140.599769729 36.3439834661, 140.774074335 35.8428771022, 140.25327925 35.1381139186, 138.975527785 34.6676000026, 137.217598912 34.6062859157, 135.792983026 33.4648052028, 135.120982701 33.8490711533, 135.079434849 34.5965449082, 133.340316197 34.3759382187, 132.156770868 33.9049333766, 130.986144647 33.8857614202, 132.000036249 33.1499923772, 131.332790155 31.4503545192, 130.686317987 31.0295791692, 130.202419875 31.4182376165, 130.447676223 32.3194745957, 129.814691604 32.6103095566, 129.408463169 33.2960558131, 130.353935175 33.6041507024, 130.878450962 34.2327428248, 131.884229364 34.7497138535, 132.617672968 35.4333930527, 134.608300816 35.7316177435, 135.677537877 35.5271341009, 136.723830601 37.3049842392, 137.390611607 36.827390652, 138.857602167 37.8274846461, 139.426404657 38.2159622259, 140.054790074 39.4388074814, 139.883379348 40.5633124863, 140.305782505 41.1950051947, 141.368973423 41.3785598822, 141.914263137 39.9916161159, 141.884600865 39.1808645697)), ((144.613426548 43.9608828802, 145.32082523 44.3847329779, 145.543137242 43.2620883246, 144.0596619 42.9883582627, 143.183849726 41.9952147487, 141.61149092 42.6787905951, 141.067286412 41.5845938177, 139.955106236 41.5695559759, 139.817543573 42.5637588568, 140.31208703 43.33327261, 141.380548944 43.3888247747, 141.671952346 44.7721253526, 141.967644892 45.5514834662, 143.142870315 44.5103583848, 143.910161981 44.1740998399, 144.613426548 43.9608828802)), ((132.371176386 33.463642483, 132.924372593 34.0602985703, 133.492968378 33.9446208766, 133.904106073 34.3649311386, 134.638428176 34.1492337103, 134.766379022 33.8063347438, 134.203415969 33.2011778834, 133.792950067 33.5219851751, 133.280268183 33.2895704209, 133.014858026 32.7045673691, 132.363114862 32.9893820257, 132.371176386 33.463642483)))"
157826578,"Asia","Bangladesh","POLYGON ((92.6727209818 22.0412389185, 92.6522571146 21.324047553, 92.3032344909 21.4754853378, 92.3685535014 20.670883287, 92.0828861836 21.192195136, 92.0252152852 21.7015697291, 91.8348909851 22.1829356959, 91.41708703 22.7650190292, 90.4960063008 22.8050165878, 90.5869568217 22.3927936874, 90.2729708191 21.8363677027, 89.8474670756 22.039146023, 89.7020495951 21.8571157903, 89.4188627461 21.9661789006, 89.0319612976 22.0557083196, 88.8763118835 22.8791464299, 88.5297697286 23.6311418726, 88.6999402201 24.2337149114, 88.0844222351 24.5016572128, 88.3063725118 24.8660794133, 88.9315539896 25.2386923284, 88.2097892598 25.7680657008, 88.5630493509 26.4465255803, 89.3550940287 26.0144072535, 89.8324809102 25.9650820989, 89.9206925801 25.2697498642, 90.8722107279 25.1326006129, 91.7995959818 25.147431749, 92.3762016133 24.9766928167, 91.915092808 24.1304137232, 91.4677299336 24.0726394719, 91.1589632507 23.5035269231, 91.7064750508 22.9852639836, 91.8699276062 23.6243464218, 92.1460347839 23.6274986842, 92.6727209818 22.0412389185))"
